|Unnamed: 0|Unnamed: 0.1|level_0|Unnamed: 0.1.1|index|Id|SepalLengthCm|SepalWidthCm|PetalLengthCm|PetalWidthCm|Species
67|67|67|734|734|85|86|6.0|3.4|4.5|1.6|Iris-versicolor
68|68|68|527|527|51|52|6.4|3.2|4.5|1.5|Iris-versicolor
69|69|69|68|68|147|148|6.5|3.0|5.2|2.0|Iris-virginica
70|70|70|713|713|52|53|6.9|3.1|4.9|1.5|Iris-versicolor
71|71|71|39|39|31|32|5.4|3.4|1.5|0.4|Iris-setosa
72|72|72|214|214|56|57|6.3|3.3|4.7|1.6|Iris-versicolor
73|73|73|378|378|134|135|None|2.6|5.6|1.4|Iris-virginica
74|74|74|587|587|137|138|6.4|3.1|5.5|1.8|Iris-virginica
75|75|75|720|720|24|25|4.8|3.4|1.9|0.2|Iris-setosa
76|76|76|538|538|116|117|6.5|3.0|5.5|1.8|Iris-virginica
77|77|77|417|417|111|112|6.4|2.7|5.3|1.9|Iris-virginica
78|78|78|204|204|62|63|6.0|2.2|4.0|1.0|Iris-versicolor
79|79|79|258|258|124|125|6.7|3.3|5.7|2.1|Iris-virginica
80|80|80|524|524|19|20|5.1|3.8|1.5|0.3|Iris-setosa
81|81|81|342|342|51|52|None|3.2|4.5|1.5|Iris-versicolor
82|82|82|338|338|148|149|6.2|3.4|5.4|2.3|Iris-virginica
83|83|83|398|398|123|124|6.3|2.7|4.9|1.8|Iris-virginica
84|84|84|494|494|-44444|3|4.7|3.2|1.3|0.2|Iris-setosa
85|85|85|426|426|59|60|5.2|2.7|3.9|1.4|Iris-versicolor
86|86|86|749|749|94|95|5.6|2.7|4.2|1.3|Iris-versicolor
87|87|87|476|476|52|53|6.9|3.1|4.9|1.5|Iris-versicolor
88|88|88|374|374|60|61|5.0|2.0|3.5|1.0|Iris-versicolor
89|89|89|82|82|28|29|5.2|3.4|1.4|0.2|Iris-setosa
90|90|90|730|730|2|3|4.7|3.2|1.3|0.2|Iris-setosa
91|91|91|656|656|112|113|6.8|3.0|5.5|2.1|Iris-virginica
92|92|92|32|32|89|90|None|2.5|4.0|1.3|Iris-versicolor
93|93|93|587|587|137|138|6.4|3.1|5.5|1.8|Iris-virginica
94|94|94|308|308|138|139|6.0|3.0|4.8|1.8|Iris-virginica
95|95|95|323|323|101|102|5.8|2.7|5.1|1.9|Iris-virginica
96|96|96|645|645|21|22|5.1|3.7|1.5|0.4|Iris-setosa
97|97|97|165|165|115|116|6.4|3.2|5.3|2.3|Iris-virginica
98|98|98|395|395|100|101|6.3|3.3|6.0|2.5|Iris-virginica
99|99|99|632|632|28|29|5.2|3.4|1.4|0.2|Iris-setosa
100|100|100|635|635|72|73|6.3|2.5|4.9|1.5|Iris-versicolor
101|101|101|390|390|85|86|6.0|3.4|4.5|1.6|Iris-versicolor
102|102|102|649|649|55|56|5.7|2.8|4.5|1.3|Iris-versicolor
103|103|103|556|556|96|97|5.7|2.9|4.2|1.3|Iris-versicolor
104|104|104|658|658|64|65|5.6|2.9|3.6|1.3|Iris-versicolor
105|105|105|127|127|40|41|5.0|3.5|1.3|0.3|Iris-setosa
106|106|106|489|489|79|80|5.7|2.6|3.5|1.0|Iris-versicolor
107|107|107|635|635|72|Allez au boulot ! :)|6.3|2.5|4.9|1.5|Iris-versicolor
108|108|108|443|443|32|33|5.2|4.1|1.5|0.1|Iris-setosa
109|109|109|243|243|71|72|6.1|2.8|4.0|1.3|Iris-versicolor
110|110|110|487|487|Allez au boulot ! :)|146|6.7|3.0|5.2|2.3|Iris-virginica
111|111|111|508|508|8|9|4.4|2.9|1.4|0.2|Iris-setosa
112|112|112|282|282|136|137|6.3|3.4|5.6|2.4|Iris-virginica
113|113|113|397|397|72|73|6.3|2.5|4.9|1.5|Iris-versicolor
114|114|114|152|152|27|28|5.2|3.5|1.5|0.2|Iris-setosa
115|115|115|144|144|4|5|5.0|3.6|1.4|0.2|Iris-setosa
116|116|116|155|155|146|147|6.3|2.5|5.0|1.9|Iris-virginica
117|117|117|306|306|65|66|6.7|3.1|4.4|1.4|Iris-versicolor
118|118|118|243|243|71|72|6.1|2.8|4.0|1.3|Iris-versicolor
119|119|119|522|522|140|141|6.7|3.1|5.6|2.4|Iris-virginica
120|120|120|647|647|30|31|4.8|3.1|1.6|0.2|Iris-setosa
121|121|121|483|483|39|40|5.1|3.4|1.5|0.2|Iris-setosa
122|122|122|203|203|11|12|4.8|3.4|1.6|0.2|Iris-setosa
123|123|123|718|718|96|97|5.7|2.9|4.2|1.3|Iris-versicolor
124|124|124|216|216|17|18|5.1|3.5|1.4|0.3|Iris-setosa
125|125|125|543|543|77|78|6.7|3.0|5.0|1.7|Iris-versicolor
126|126|126|451|451|127|128|6.1|3.0|4.9|1.8|Iris-virginica
127|127|127|337|337|72|73|6.3|2.5|4.9|1.5|Iris-versicolor
128|128|128|458|458|75|76|6.6|3.0|4.4|1.4|Iris-versicolor
129|129|129|586|586|130|131|7.4|2.8|6.1|1.9|Iris-virginica
130|130|130|499|499|77|78|6.7|3.0|5.0|1.7|Iris-versicolor
131|131|131|577|577|74|75|6.4|2.9|4.3|1.3|Iris-versicolor
132|132|132|257|257|87|88|6.3|2.3|4.4|1.3|Iris-versicolor
133|133|133|391|391|33|34|5.5|4.2|1.4|0.2|Iris-setosa
134|134|134|46|46|115|nan|6.4|3.2|5.3|2.3|Iris-virginica
135|135|135|332|332|38|39|4.4|3.0|1.3|0.2|Iris-setosa
136|136|136|450|450|51|52|6.4|3.2|4.5|1.5|Iris-versicolor
137|137|137|298|298|50|51|7.0|3.2|4.7|1.4|Iris-versicolor
138|138|138|176|176|-44444|68|5.8|2.7|4.1|1.0|Iris-versicolor
139|139|139|634|634|22|23|4.6|3.6|1.0|0.2|Iris-setosa
140|140|140|644|644|30|31|4.8|3.1|1.6|0.2|Iris-setosa
141|141|141|25|25|100|101|6.3|3.3|6.0|2.5|Iris-virginica
142|142|142|533|533|28|29|5.2|3.4|1.4|0.2|Iris-setosa
143|143|143|670|670|11|12|4.8|3.4|1.6|0.2|Iris-setosa
144|144|144|350|350|64|nan|5.6|2.9|3.6|1.3|Iris-versicolor
145|145|145|29|29|128|129|6.4|2.8|5.6|2.1|Iris-virginica
146|146|146|295|295|121|122|5.6|2.8|4.9|2.0|Iris-virginica
147|147|147|705|705|31|32|5.4|3.4|1.5|0.4|Iris-setosa
148|148|148|314|314|36|37|5.5|3.5|1.3|0.2|Iris-setosa
149|149|149|118|118|68|69|6.2|2.2|4.5|1.5|Iris-versicolor
150|150|150|179|179|91|92|6.1|3.0|4.6|1.4|Iris-versicolor
151|151|151|383|383|44|45|5.1|3.8|1.9|0.4|Iris-setosa
152|152|152|690|690|83|84|6.0|2.7|5.1|1.6|Iris-versicolor
153|153|153|171|171|70|71|5.9|3.2|4.8|1.8|Iris-versicolor
154|154|154|622|622|29|30|4.7|3.2|1.6|0.2|Iris-setosa
155|155|155|68|68|147|148|6.5|3.0|5.2|2.0|Iris-virginica
156|156|156|224|224|10|11|5.4|3.7|1.5|0.2|Iris-setosa
157|157|157|637|637|99|nan|5.7|2.8|4.1|1.3|Iris-versicolor
158|158|158|54|54|123|124|6.3|2.7|4.9|1.8|Iris-virginica
159|159|159|205|205|61|62|5.9|3.0|4.2|1.5|Iris-versicolor
160|160|160|571|571|12|13|4.8|3.0|1.4|0.1|Iris-setosa
161|161|161|354|354|82|83|5.8|2.7|3.9|1.2|Iris-versicolor
162|162|162|232|232|59|60|5.2|2.7|3.9|1.4|Iris-versicolor
163|163|163|677|677|93|94|5.0|2.3|3.3|1.0|Iris-versicolor
164|164|164|396|396|39|40|5.1|3.4|1.5|0.2|Iris-setosa
165|165|165|101|101|24|25|4.8|3.4|1.9|0.2|Iris-setosa
166|166|166|628|628|21|22|5.1|3.7|1.5|0.4|Iris-setosa
167|167|167|696|696|76|77|6.8|2.8|4.8|1.4|Iris-versicolor
168|168|168|148|148|41|42|4.5|2.3|1.3|0.3|Iris-setosa
169|169|169|375|375|79|80|5.7|2.6|3.5|1.0|Iris-versicolor
170|170|170|547|547|1|2|4.9|3.0|1.4|0.2|Iris-setosa
171|171|171|152|152|27|28|5.2|3.5|1.5|0.2|Iris-setosa
172|172|172|236|236|13|14|4.3|3.0|1.1|0.1|Iris-setosa
173|173|173|640|640|66|67|5.6|3.0|4.5|1.5|Iris-versicolor
174|174|174|314|314|36|37|5.5|3.5|1.3|0.2|Iris-setosa
175|175|175|142|142|14|15|5.8|4.0|1.2|0.2|Iris-setosa
176|176|176|162|162|80|81|5.5|2.4|3.8|1.1|Iris-versicolor
177|177|177|610|610|35|36|5.0|3.2|1.2|0.2|Iris-setosa
178|178|178|82|82|28|29|5.2|3.4|1.4|0.2|Iris-setosa
179|179|179|349|349|78|79|6.0|2.9|4.5|1.5|Iris-versicolor
180|180|180|712|712|108|109|6.7|2.5|5.8|1.8|Iris-virginica
181|181|181|346|346|0|1|5.1|3.5|1.4|0.2|Iris-setosa
182|182|182|18|18|133|134|6.3|2.8|5.1|1.5|Iris-virginica
183|183|183|664|5555555555|59|60|5.2|2.7|3.9|1.4|Iris-versicolor
184|184|184|7|7|84|85|5.4|3.0|4.5|1.5|Iris-versicolor
185|185|185|480|480|30|31|4.8|3.1|1.6|0.2|Iris-setosa
186|186|186|52|52|122|123|7.7|2.8|6.7|2.0|Iris-virginica
187|187|187|508|508|8|9|4.4|2.9|1.4|0.2|Iris-setosa
188|188|188|11|11|113|114|5.7|2.5|5.0|2.0|Iris-virginica
189|189|189|632|632|28|29|5.2|3.4|1.4|0.2|Iris-setosa
190|190|190|192|192|129|130|7.2|3.0|5.8|1.6|Iris-virginica
191|191|191|649|649|55|56|5.7|2.8|4.5|1.3|Iris-versicolor
192|192|192|540|540|110|111|6.5|3.2|5.1|2.0|Iris-virginica
193|193|193|38|38|76|77|6.8|2.8|4.8|1.4|Iris-versicolor
194|194|194|125|125|129|130|7.2|3.0|5.8|1.6|Iris-virginica
195|195|195|678|678|48|49|5.3|3.7|1.5|0.2|Iris-setosa
196|196|196|715|715|73|74|6.1|2.8|4.7|1.2|Iris-versicolor
197|197|197|507|507|118|119|7.7|2.6|6.9|2.3|Iris-virginica
198|198|198|635|635|72|73|6.3|2.5|4.9|1.5|Iris-versicolor
199|199|199|219|219|83|84|6.0|2.7|5.1|1.6|Iris-versicolor
200|200|200|63|63|40|41|5.0|3.5|1.3|0.3|Iris-setosa
201|201|201|56|56|116|117|6.5|3.0|5.5|1.8|Iris-virginica
202|202|202|659|659|121|122|5.6|2.8|4.9|2.0|Iris-virginica
203|203|203|241|241|16|17|5.4|3.9|1.3|0.4|Iris-setosa
204|204|204|26|26|135|136|7.7|3.0|6.1|2.3|Iris-virginica
205|205|205|250|250|106|107|4.9|2.5|4.5|1.7|Iris-virginica
206|206|206|550|550|145|146|6.7|3.0|5.2|2.3|Iris-virginica
207|207|207|303|303|31|32|5.4|3.4|1.5|0.4|Iris-setosa
208|208|208|458|458|75|76|6.6|3.0|4.4|1.4|Iris-versicolor
209|209|209|540|540|110|111|6.5|3.2|5.1|2.0|Iris-virginica
210|210|210|621|621|101|102|5.8|2.7|5.1|1.9|Iris-virginica
211|211|211|526|526|102|103|7.1|3.0|5.9|2.1|Iris-virginica
212|212|212|654|654|46|Allez au boulot ! :)|5.1|3.8|1.6|0.2|Iris-setosa
213|213|213|668|668|85|86|6.0|3.4|4.5|1.6|Iris-versicolor
214|214|214|336|336|Allez au boulot ! :)|50|5.0|3.3|1.4|0.2|Iris-setosa
215|215|215|271|5555555555|57|58|4.9|2.4|3.3|1.0|Iris-versicolor
216|216|216|377|377|4|5|5.0|3.6|1.4|0.2|Iris-setosa
217|217|217|604|604|26|27|5.0|3.4|1.6|0.4|Iris-setosa
218|218|218|721|721|3|4|4.6|3.1|1.5|0.2|Iris-setosa
219|219|219|72|72|99|100|5.7|2.8|4.1|1.3|Iris-versicolor
220|220|220|557|557|4|5|5.0|3.6|1.4|0.2|Iris-setosa
221|221|221|62|62|26|27|5.0|3.4|1.6|0.4|Iris-setosa
222|222|222|654|654|46|47|5.1|3.8|1.6|0.2|Iris-setosa
223|223|223|121|121|8|9|4.4|2.9|1.4|0.2|Iris-setosa
224|224|224|238|238|3|4|4.6|3.1|1.5|0.2|Iris-setosa
225|225|225|572|572|92|93|5.8|2.6|4.0|1.2|Iris-versicolor
226|226|226|296|296|82|83|5.8|2.7|3.9|1.2|Iris-versicolor
227|227|227|158|158|60|61|5.0|2.0|3.5|1.0|Iris-versicolor
228|228|228|250|250|106|107|4.9|2.5|4.5|1.7|Iris-virginica
229|229|229|466|466|63|64|6.1|2.9|4.7|1.4|Iris-versicolor
230|230|230|689|689|5|6|5.4|3.9|1.7|0.4|Iris-setosa
231|231|231|524|524|19|20|5.1|3.8|1.5|0.3|Iris-setosa
232|232|232|271|271|57|58|4.9|2.4|3.3|1.0|Iris-versicolor
233|233|233|694|694|104|105|6.5|3.0|5.8|2.2|Iris-virginica
234|234|234|91|91|104|105|6.5|3.0|5.8|2.2|Iris-virginica
235|235|235|389|389|117|118|7.7|3.8|6.7|2.2|Iris-virginica
236|236|236|95|95|53|54|5.5|2.3|4.0|1.3|Iris-versicolor
237|237|237|355|355|68|69|6.2|2.2|4.5|1.5|Iris-versicolor
238|238|238|255|255|90|91|5.5|2.6|4.4|1.2|Iris-versicolor
239|239|239|499|499|77|78|None|3.0|5.0|1.7|Iris-versicolor
240|240|240|599|599|140|141|6.7|3.1|5.6|2.4|Iris-virginica
241|241|241|124|124|102|103|7.1|3.0|5.9|2.1|Iris-virginica
242|242|242|263|263|54|55|6.5|2.8|4.6|1.5|Iris-versicolor
243|243|243|578|578|29|30|4.7|3.2|1.6|0.2|Iris-setosa
244|244|244|605|605|36|37|5.5|3.5|1.3|0.2|Iris-setosa
245|245|245|541|541|51|52|6.4|3.2|4.5|1.5|Iris-versicolor
246|246|246|452|452|91|92|6.1|3.0|4.6|1.4|Iris-versicolor
247|247|247|236|236|Allez au boulot ! :)|14|4.3|3.0|1.1|0.1|Iris-setosa
248|248|248|334|334|120|121|6.9|3.2|5.7|2.3|Iris-virginica
249|249|249|369|369|10|11|5.4|3.7|1.5|0.2|Iris-setosa
250|250|250|157|157|137|138|6.4|3.1|5.5|1.8|Iris-virginica
251|251|251|608|608|117|118|7.7|3.8|6.7|2.2|Iris-virginica
252|252|252|526|526|102|nan|7.1|3.0|5.9|2.1|Iris-virginica
253|253|253|636|636|36|37|5.5|3.5|1.3|0.2|Iris-setosa
254|254|254|206|206|128|129|6.4|2.8|5.6|2.1|Iris-virginica
255|255|255|740|740|84|85|5.4|3.0|4.5|1.5|Iris-versicolor
256|256|256|311|311|69|70|5.6|2.5|3.9|1.1|Iris-versicolor
257|257|257|613|613|21|22|5.1|3.7|1.5|0.4|Iris-setosa
258|258|258|548|548|88|89|5.6|3.0|4.1|1.3|Iris-versicolor
259|259|259|155|155|146|147|6.3|2.5|5.0|1.9|Iris-virginica
260|260|260|564|564|46|47|5.1|3.8|1.6|0.2|Iris-setosa
261|261|261|20|20|65|66|6.7|3.1|4.4|1.4|Iris-versicolor
262|262|262|694|694|104|105|6.5|3.0|5.8|2.2|Iris-virginica
263|263|263|219|219|83|84|6.0|2.7|5.1|1.6|Iris-versicolor
264|264|264|412|412|76|77|6.8|2.8|4.8|1.4|Iris-versicolor
265|265|265|81|81|60|61|5.0|2.0|3.5|1.0|Iris-versicolor
266|266|266|211|211|81|82|5.5|2.4|3.7|1.0|Iris-versicolor
267|267|267|98|98|7|8|5.0|3.4|1.5|0.2|Iris-setosa
268|268|268|681|681|147|148|6.5|3.0|5.2|2.0|Iris-virginica
269|269|269|425|425|37|38|4.9|3.1|1.5|0.1|Iris-setosa
270|270|270|431|431|133|134|6.3|2.8|5.1|1.5|Iris-virginica
271|271|271|666|666|50|51|7.0|3.2|4.7|1.4|Iris-versicolor
272|272|272|126|126|139|140|6.9|3.1|5.4|2.1|Iris-virginica
273|273|273|31|31|52|53|6.9|3.1|4.9|1.5|Iris-versicolor
274|274|274|170|170|115|116|6.4|3.2|5.3|2.3|Iris-virginica
275|275|275|154|154|73|74|6.1|2.8|4.7|1.2|Iris-versicolor
276|276|276|111|111|37|38|4.9|3.1|1.5|0.1|Iris-setosa
277|277|277|84|84|5|6|5.4|3.9|1.7|0.4|Iris-setosa
278|278|278|60|60|53|54|5.5|2.3|4.0|1.3|Iris-versicolor
279|279|279|585|585|9|10|4.9|3.1|1.5|0.1|Iris-setosa
280|280|280|563|563|78|79|6.0|2.9|4.5|1.5|Iris-versicolor
281|281|281|86|86|77|78|6.7|3.0|5.0|1.7|Iris-versicolor
282|282|282|389|389|117|118|7.7|3.8|6.7|2.2|Iris-virginica
283|283|283|627|627|71|72|6.1|2.8|4.0|1.3|Iris-versicolor
284|284|284|Allez au boulot ! :)|328|66|67|None|3.0|4.5|1.5|Iris-versicolor
285|285|285|225|225|83|84|6.0|2.7|5.1|1.6|Iris-versicolor
286|286|286|699|699|109|110|7.2|3.6|6.1|2.5|Iris-virginica
287|287|287|79|Allez au boulot ! :)|94|95|5.6|2.7|4.2|1.3|Iris-versicolor
288|288|288|522|522|140|141|6.7|3.1|5.6|2.4|Iris-virginica
289|289|289|34|34|47|48|4.6|3.2|1.4|0.2|Iris-setosa
290|290|290|115|115|147|148|6.5|3.0|5.2|2.0|Iris-virginica
291|291|291|16|5555555555|47|48|4.6|3.2|1.4|0.2|Iris-setosa
292|292|292|722|722|81|82|5.5|2.4|3.7|1.0|Iris-versicolor
293|293|293|411|411|129|130|7.2|3.0|5.8|1.6|Iris-virginica
294|294|294|56|56|116|117|6.5|3.0|5.5|1.8|Iris-virginica
295|295|295|27|27|79|80|5.7|2.6|3.5|1.0|Iris-versicolor
296|296|296|520|520|126|127|6.2|2.8|4.8|1.8|Iris-virginica
297|297|297|363|363|124|125|6.7|3.3|5.7|2.1|Iris-virginica
298|298|298|258|258|124|125|6.7|3.3|5.7|2.1|Iris-virginica
299|299|299|392|392|23|24|5.1|3.3|1.7|0.5|Iris-setosa
300|300|300|205|205|61|62|5.9|3.0|4.2|1.5|Iris-versicolor
301|301|301|558|5555555555|56|57|6.3|3.3|4.7|1.6|Iris-versicolor
302|302|302|366|366|93|94|5.0|2.3|3.3|1.0|Iris-versicolor
303|303|303|296|296|82|83|5.8|2.7|3.9|1.2|Iris-versicolor
304|304|304|120|120|42|43|4.4|3.2|1.3|0.2|Iris-setosa
305|305|305|261|261|142|143|5.8|2.7|5.1|1.9|Iris-virginica
306|306|306|62|62|26|27|5.0|3.4|1.6|0.4|Iris-setosa
307|307|307|77|77|50|51|7.0|3.2|4.7|1.4|Iris-versicolor
308|308|308|552|552|71|72|6.1|2.8|4.0|1.3|Iris-versicolor
309|309|309|380|380|14|15|5.8|4.0|1.2|0.2|Iris-setosa
310|310|310|281|281|13|14|4.3|3.0|1.1|0.1|Iris-setosa
311|311|311|689|689|5|6|5.4|3.9|1.7|0.4|Iris-setosa
312|312|312|527|527|51|52|6.4|3.2|4.5|1.5|Iris-versicolor
313|313|313|431|431|133|Allez au boulot ! :)|6.3|2.8|5.1|1.5|Iris-virginica
314|314|314|258|258|124|125|6.7|3.3|5.7|2.1|Iris-virginica
315|315|315|284|284|10|11|5.4|3.7|1.5|0.2|Iris-setosa
316|316|316|370|370|126|127|6.2|2.8|4.8|1.8|Iris-virginica
317|317|317|667|667|141|142|6.9|3.1|5.1|2.3|Iris-virginica
318|318|318|697|697|82|83|5.8|2.7|3.9|1.2|Iris-versicolor
319|319|319|626|626|146|147|6.3|2.5|5.0|1.9|Iris-virginica
320|320|320|413|413|7|8|5.0|3.4|1.5|0.2|Iris-setosa
321|321|321|398|398|123|124|6.3|2.7|4.9|1.8|Iris-virginica
322|322|322|143|143|86|87|6.7|3.1|4.7|1.5|Iris-versicolor
323|323|323|418|418|Allez au boulot ! :)|11|5.4|3.7|1.5|0.2|Iris-setosa
324|324|324|380|380|-44444|15|5.8|4.0|1.2|0.2|Iris-setosa
325|325|325|265|265|70|71|5.9|3.2|4.8|1.8|Iris-versicolor
326|326|326|213|213|9|10|4.9|3.1|1.5|0.1|Iris-setosa
327|327|327|219|219|83|84|6.0|2.7|5.1|1.6|Iris-versicolor
328|328|328|737|737|62|63|6.0|2.2|4.0|1.0|Iris-versicolor
329|329|329|51|51|6|7|4.6|3.4|1.4|0.3|Iris-setosa
330|330|330|527|527|51|52|6.4|3.2|4.5|1.5|Iris-versicolor
331|331|331|728|728|7|8|5.0|3.4|1.5|0.2|Iris-setosa
332|332|332|576|576|139|140|6.9|3.1|5.4|2.1|Iris-virginica
333|333|333|671|671|30|31|4.8|3.1|1.6|0.2|Iris-setosa
334|334|334|474|474|86|87|6.7|3.1|4.7|1.5|Iris-versicolor
335|335|335|659|659|121|122|5.6|2.8|4.9|2.0|Iris-virginica
336|336|336|319|319|107|108|7.3|2.9|6.3|1.8|Iris-virginica
337|337|337|608|608|117|118|7.7|3.8|6.7|2.2|Iris-virginica
338|338|338|75|75|24|25|4.8|3.4|1.9|0.2|Iris-setosa
339|339|339|73|73|17|Allez au boulot ! :)|5.1|3.5|1.4|0.3|Iris-setosa
340|340|340|43|43|53|54|5.5|2.3|4.0|1.3|Iris-versicolor
341|341|341|610|610|35|36|5.0|3.2|1.2|0.2|Iris-setosa
342|342|342|494|494|2|3|4.7|3.2|1.3|0.2|Iris-setosa
343|343|343|263|263|Allez au boulot ! :)|55|6.5|2.8|4.6|1.5|Iris-versicolor
344|344|344|113|113|104|105|6.5|3.0|5.8|2.2|Iris-virginica
345|345|345|322|322|48|49|5.3|3.7|1.5|0.2|Iris-setosa
346|346|346|711|711|131|132|7.9|3.8|6.4|2.0|Iris-virginica
347|347|347|3|3|43|44|5.0|3.5|1.6|0.6|Iris-setosa
348|348|348|465|465|52|53|6.9|3.1|4.9|1.5|Iris-versicolor
349|349|349|140|140|54|55|6.5|2.8|4.6|1.5|Iris-versicolor
350|350|350|167|167|Allez au boulot ! :)|100|5.7|2.8|4.1|1.3|Iris-versicolor
351|351|351|83|83|47|48|4.6|3.2|1.4|0.2|Iris-setosa
352|352|352|602|602|23|24|5.1|3.3|1.7|0.5|Iris-setosa
353|353|353|112|112|73|74|6.1|2.8|4.7|1.2|Iris-versicolor
354|354|354|674|674|13|14|4.3|3.0|1.1|0.1|Iris-setosa
